PathwaySortOrder	Biochemical	SuperPathway	SubPathway	Comp.ID	Platform	Chemical.ID	RI	MASS	PUBCHEM	CAS	KEGG	HMDB
4747	glucuronide of piperine metabolite C17H21NO3 (4)*	Xenobiotics	Food Component/Plant	62291	LC/MS Neg	100020492	3992	462,177				
42	glutamate	Amino Acid	Glutamate Metabolism	57	LC/MS Pos Early	561	1500	148,0604	611	56-86-0	C00025	HMDB00148
51	glutamate, gamma-methyl ester	Amino Acid	Glutamate Metabolism	33487	LC/MS Pos Early	100001103	2170	162,0761	68662	"1499-55-4;1499-55-4"		HMDB61715
43	glutamine	Amino Acid	Glutamate Metabolism	53	LC/MS Pos Early	563	1291	147,0764	5961	56-85-9	C00064	HMDB00641
5866	glutamine conjugate of C6H10O2 (1)*	Partially Characterized Molecules	Partially Characterized Molecules	63657	LC/MS Neg	100020261	2404	241,1194				
5867	glutamine conjugate of C6H10O2 (2)*	Partially Characterized Molecules	Partially Characterized Molecules	63660	LC/MS Neg	100020262	2526	241,1194				
5868	glutamine conjugate of C7H12O2*	Partially Characterized Molecules	Partially Characterized Molecules	63658	LC/MS Neg	100020259	3053	255,135				
1555	glutarate (C5-DC)	Lipid	Fatty Acid, Dicarboxylate	396	LC/MS Polar	339	2900	131,035	743	110-94-1	C00489	HMDB00661
120	glutarylcarnitine (C5-DC)	Amino Acid	Lysine Metabolism	44664	LC/MS Pos Early	100001593	2393	276,1442	71464488	102636-82-8		HMDB13130
1154	glycerate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	1572	LC/MS Polar	1052	2070,4	105,0193	752	600-19-1	C00258	HMDB00139
2687	glycerol	Lipid	Glycerolipid Metabolism	15122	LC/MS Neg	1254	758	91,0401	753	56-81-5	C00116	HMDB00131
2688	glycerol 3-phosphate	Lipid	Glycerolipid Metabolism	43847	LC/MS Pos Early	100000258	580	173,021	754	29849-82-9	C00093	HMDB00126
2100	glycerophosphoethanolamine	Lipid	Phospholipid Metabolism	37455	LC/MS Pos Early	100001620	659	216,0632	123874	33049-08-0	C01233	HMDB00114
2102	glycerophosphoinositol*	Lipid	Phospholipid Metabolism	47155	LC/MS Polar	100001621	3850	333,0592	167572	16824-65-0		
2096	glycerophosphorylcholine (GPC)	Lipid	Phospholipid Metabolism	15990	LC/MS Pos Early	100000269	672	258,1101	71920	28319-77-9	C00670	HMDB00086
1	glycine	Amino Acid	Glycine, Serine and Threonine Metabolism	58	LC/MS Pos Early	340	1375	76,0393	750	56-40-6	C00037	HMDB00123
5885	glycine conjugate of C10H14O2 (1)*	Partially Characterized Molecules	Partially Characterized Molecules	62146	LC/MS Neg	100020254	4335	222,1136				
3283	glyco-beta-muricholate	Lipid	Primary Bile Acid Metabolism	62066	LC/MS Neg	100020214	4762	464,3018				
3275	glycochenodeoxycholate	Lipid	Primary Bile Acid Metabolism	32346	LC/MS Neg	1628	5236,1	448,3068	12544	16564-43-5	C05466	HMDB00637
3288	glycochenodeoxycholate 3-sulfate	Lipid	Primary Bile Acid Metabolism	52974	LC/MS Neg	100006641	4820	263,6282				
3286	glycochenodeoxycholate glucuronide (1)	Lipid	Primary Bile Acid Metabolism	52983	LC/MS Neg	100009264	4806	311,6658				
3268	glycocholate	Lipid	Primary Bile Acid Metabolism	18476	LC/MS Neg	342	5163	464,3018	10140	"475-31-0;863-57-0"	C01921	HMDB00138
3289	glycocholate glucuronide (1)	Lipid	Primary Bile Acid Metabolism	52977	LC/MS Neg	100009259	4533	640,3339				
3291	glycocholate sulfate	Lipid	Primary Bile Acid Metabolism	52967	LC/MS Neg	100006639	4560	271,6257				
3346	glycocholenate sulfate*	Lipid	Secondary Bile Acid Metabolism	32599	LC/MS Neg	100001989	4750	254,6229				
3300	glycodeoxycholate	Lipid	Secondary Bile Acid Metabolism	18477	LC/MS Pos Late	100000436	1302	450,3214	3035026	360-65-6	C05464	HMDB00631
3351	glycodeoxycholate 3-sulfate	Lipid	Secondary Bile Acid Metabolism	52975	LC/MS Neg	100006642	4875	263,6282				
3337	glycohyocholate	Lipid	Secondary Bile Acid Metabolism	42574	LC/MS Neg	100004083	5020	464,3018				
3310	glycolithocholate	Lipid	Secondary Bile Acid Metabolism	31912	LC/MS Neg	100001064	5357,1	432,3119	115245	474-74-8	C15557	HMDB00698
3311	glycolithocholate sulfate*	Lipid	Secondary Bile Acid Metabolism	32620	LC/MS Neg	100001657	5011	255,6307	72222	15324-64-8	C11301	HMDB02639
2914	glycosyl ceramide (d18:1/20:0, d16:1/22:0)*	Lipid	Hexosylceramides (HCER)	57595	LC/MS Pos Late	100015882	3414	756,6348				
2918	glycosyl ceramide (d18:2/24:1, d18:1/24:2)*	Lipid	Hexosylceramides (HCER)	57453	LC/MS Pos Late	100015745	3380	808,6661				
2900	glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*	Lipid	Hexosylceramides (HCER)	57444	LC/MS Pos Late	100015752	3839	826,6767				
2904	glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*	Lipid	Hexosylceramides (HCER)	57421	LC/MS Pos Late	100015625	3420	782,6505				
2893	glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	Hexosylceramides (HCER)	53013	LC/MS Pos Late	100009272	2623	700,5722				
2894	glycosyl-N-stearoyl-sphingosine (d18:1/18:0)	Lipid	Hexosylceramides (HCER)	52234	LC/MS Pos Late	100001882	3053	728,6035				
2905	glycosyl-N-tricosanoyl-sphingadienine (d18:2/23:0)*	Lipid	Hexosylceramides (HCER)	57445	LC/MS Pos Late	100015748	3724	796,6661				
3325	glycoursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	39379	LC/MS Neg	100002911	5033	448,3068	12310288	64480-66-6		HMDB00708
3328	glycoursodeoxycholic acid sulfate (1)	Lipid	Secondary Bile Acid Metabolism	63731	LC/MS Neg	100020819	4309	263,6282				
4291	guaiacol sulfate	Xenobiotics	Benzoate Metabolism	46111	LC/MS Neg	100004208	2344	203,002	22473			HMDB60013
475	guanidinoacetate	Amino Acid	Creatine Metabolism	43802	LC/MS Polar	344	2884	116,0466	763	352-97-6	C00581	HMDB00128
511	guanidinosuccinate	Amino Acid	Guanidino and Acetamido Metabolism	32446	LC/MS Polar	100001212	3550	174,052	97856	6133-30-8	C03139	HMDB03157
4154	gulonate*	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	46957	LC/MS Polar	100001586	2750	195,051	152304	20246-53-1	C00257	HMDB03290
4203	heme	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	41754	LC/MS Pos Late	100001386	1124	616,1762	26945	14875-96-8	C00032	HMDB03178
1459	heneicosapentaenoate (21:5n3)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	57658	LC/MS Neg	100015797	5514	315,233	11998573	24257-10-1		
1631	heptadecenamide (17:1)*	Lipid	Fatty Acid, Amide	62443	LC/MS Pos Late	100020759	1615	268,2635				
1391	heptanoate (7:0)	Lipid	Medium Chain Fatty Acid	1644	LC/MS Neg	925	3670	129,0921	8094	111-14-8	C17714	HMDB00666
1570	heptenedioate (C7:1-DC)*	Lipid	Fatty Acid, Dicarboxylate	61866	LC/MS Polar	100019981	2816	157,0506				
1464	hexadecadienoate (16:2n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	57652	LC/MS Neg	100009394	5398	251,2017	13932172	28290-73-5		HMDB00477
1591	hexadecanedioate (C16)	Lipid	Fatty Acid, Dicarboxylate	35678	LC/MS Neg	100001614	4615	285,2071	10459	505-54-4	C19615	HMDB00672
1592	hexadecenedioate (C16:1-DC)*	Lipid	Fatty Acid, Dicarboxylate	61862	LC/MS Neg	100019975	4380	283,1915				
1733	hexanoylcarnitine (C6)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)	32328	LC/MS Pos Early	100000781	3358	260,1856	6426853	6920-35-0		HMDB00705
1675	hexanoylglutamine	Lipid	Fatty Acid Metabolism (Acyl Glutamine)	54907	LC/MS Neg	100001733	2780	243,135				
4254	hippurate	Xenobiotics	Benzoate Metabolism	15753	LC/MS Neg	100000014	2106,9	178,051	464	495-69-2	C01586	HMDB00714
67	histidine	Amino Acid	Histidine Metabolism	59	LC/MS Neg	355	755,9	154,0622	6274	5934-29-2	C00135	HMDB00177
442	homoarginine	Amino Acid	"Urea cycle; Arginine and Proline Metabolism"	22137	LC/MS Pos Early	100000961	2882	189,1346	9085	156-86-5	C01924	HMDB00670
443	homocitrulline	Amino Acid	"Urea cycle; Arginine and Proline Metabolism"	22138	LC/MS Pos Early	100000963	1908	190,1186	65072	1190-49-4	C02427	HMDB00679
4674	homostachydrine*	Xenobiotics	Food Component/Plant	33009	LC/MS Pos Early	100001550	1750	158,1176	441447	1195-94-4	C08283	HMDB33433
200	homovanillate (HVA)	Amino Acid	Tyrosine Metabolism	1101	LC/MS Neg	117	1649	181,0506	1738	306-08-1	C05582	HMDB00118
73	hydantoin-5-propionate	Amino Acid	Histidine Metabolism	40473	LC/MS Polar	100002514	2080	171,0411	782	5624-26-0	C05565	HMDB01212
5319	hydrochlorothiazide	Xenobiotics	Drug - Cardiovascular	39625	LC/MS Neg	100002734	2046	295,9572	3639	58-93-5	C07041	HMDB01928
5546	hydroquinone sulfate	Xenobiotics	Drug - Topical Agents	35322	LC/MS Neg	100001604	1395	188,9863	161220	123-31-9	C00530	HMDB02434
1602	hydroxy-CMPF*	Lipid	Fatty Acid, Dicarboxylate	62277	LC/MS Neg	100019794	1516	255,0874				
111	hydroxy-N6,N6,N6-trimethyllysine*	Amino Acid	Lysine Metabolism	62959	LC/MS Pos Early	100021123	2759	205,1547				
41	hydroxyasparagine	Amino Acid	Alanine and Aspartate Metabolism	62060	LC/MS Pos Early	100020205	1149	149,0557	97663		C03124	HMDB32332
4388	hydroxycotinine	Xenobiotics	Tobacco Metabolite	38661	LC/MS Pos Early	100002717	2030	193,0972	10219774	34834-67-8		HMDB01390
2940	hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))	Lipid	Sphingomyelins	62851	LC/MS Pos Late	100021000	2056	719,5698				
1900	hydroxystearate sulfate	Lipid	Fatty Acid, Monohydroxy	57392	LC/MS Neg	100015656	5115	379,216				
3336	hyocholate	Lipid	Secondary Bile Acid Metabolism	34093	LC/MS Neg	100001279	5046	407,2803	92805	547-75-1	C17649	HMDB00760
423	hypotaurine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	590	LC/MS Polar	358	2763,4	108,0125	107812	300-84-5	C00519	HMDB00965
3930	hypoxanthine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	3127	LC/MS Neg	171	1291,2	135,0312	790	68-94-0	C00262	HMDB00157
4208	I-urobilinogen	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	32426	LC/MS Neg	100001226	4190	591,3188	26818	14684-37-8	C05790	HMDB04157
5078	ibuprofen	Xenobiotics	Drug - Analgesics, Anesthetics	17799	LC/MS Neg	1487	4925	205,1234	3672	15687-27-1	D00126	HMDB01925
5083	ibuprofen acyl glucuronide	Xenobiotics	Drug - Analgesics, Anesthetics	38366	LC/MS Neg	100002406	4976	381,1555	163959	115075-59-7		
78	imidazole lactate	Amino Acid	Histidine Metabolism	15716	LC/MS Pos Early	100000263	2040	157,0608	793	14403-45-3	C05568	HMDB02320
76	imidazole propionate	Amino Acid	Histidine Metabolism	40730	LC/MS Pos Early	100003434	2263	141,0659	70630	1074-59-5		HMDB02271
5701	iminodiacetate (IDA)	Xenobiotics	Chemical	21025	LC/MS Pos Early	100000900	830	134,0448	8897	142-73-4	C19911	HMDB11753
285	indole-3-carboxylate	Amino Acid	Tryptophan Metabolism	38116	LC/MS Neg	100002185	1710	160,0404	69867	771-50-6	C19837	HMDB03320
277	indoleacetate	Amino Acid	Tryptophan Metabolism	27513	LC/MS Neg	100001034	2200	174,0561	802	6505-45-9	C00954	HMDB00197
288	indoleacetoylcarnitine*	Amino Acid	Tryptophan Metabolism	62279	LC/MS Pos Early	100020479	3114	319,1652				
282	indoleacetylglutamine	Amino Acid	Tryptophan Metabolism	42087	LC/MS Neg	100001731	2535	302,1146	25200879			HMDB13240
286	indolebutyrate	Amino Acid	Tryptophan Metabolism	34402	LC/MS Neg	100001404	3308	202,0874	8617	133-32-4	C11284	HMDB02096
276	indolelactate	Amino Acid	Tryptophan Metabolism	18349	LC/MS Neg	100000463	2286	204,0666	92904	832-97-3	C02043	HMDB00671
280	indolepropionate	Amino Acid	Tryptophan Metabolism	32405	LC/MS Neg	100001083	2795	188,0717	3744	830-96-6		HMDB02302
4678	indolin-2-one	Xenobiotics	Food Component/Plant	43374	LC/MS Pos Early	100004318	2575	134,06	321710	59-48-3	C12312	
3929	inosine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	1123	LC/MS Neg	361	1602,1	267,0735	6021	58-63-9	C00294	HMDB00195
379	isobutyrylcarnitine (C4)	Amino Acid	Leucine, Isoleucine and Valine Metabolism	33441	LC/MS Pos Early	100001055	2810	232,1543	168379	25518-49-4		HMDB00736
380	isobutyrylglycine (C4)	Amino Acid	Leucine, Isoleucine and Valine Metabolism	35437	LC/MS Neg	100001590	1420	144,0666	10855600	15926-18-8		HMDB00730
1349	isocitric lactone	Energy	TCA Cycle	54724	LC/MS Polar	100009239	2970	173,0092	98259	4702-32-3		
4865	isoeugenol sulfate	Xenobiotics	Food Component/Plant	48997	LC/MS Neg	100006089	3893	243,0333				
345	isoleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1125	LC/MS Pos Early	376	2800	132,1019	6306	73-32-5	C00407	HMDB00172
791	isoleucylglycine	Peptide	Dipeptide	40008	LC/MS Pos Early	100003169	2719	189,1234	342532	868-28-0		HMDB28907
3320	isoursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	57577	LC/MS Neg	100002488	4809	391,2854	127601	78919-26-3	C17662	HMDB00686
3321	isoursodeoxycholate sulfate (1)	Lipid	Secondary Bile Acid Metabolism	63602	LC/MS Neg	100021647	4082	235,1175				
313	isovalerate (C5)	Amino Acid	Leucine, Isoleucine and Valine Metabolism	44656	LC/MS Neg	100000708	1564	101,0608	10430	503-74-2	C08262	HMDB00718
316	isovalerylcarnitine (C5)	Amino Acid	Leucine, Isoleucine and Valine Metabolism	34407	LC/MS Pos Early	100001393	3085	246,17	6426851	31023-24-2		HMDB00688
315	isovalerylglycine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	35107	LC/MS Neg	100001452	1950	158,0823	546304	16284-60-9		HMDB00678
254	kynurenate	Amino Acid	Tryptophan Metabolism	1417	LC/MS Neg	98	2224	188,0353	3845	492-27-3	C01717	HMDB00715
250	kynurenine	Amino Acid	Tryptophan Metabolism	15140	LC/MS Pos Early	100000265	2739	209,0921	161166	2922-83-0	C00328	HMDB00684
4210	L-urobilin	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	40173	LC/MS Pos Late	100002568	901	595,349	5280818	34217-90-8	C05793	HMDB04159
1151	lactate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	527	LC/MS Neg	482	681,6	89,0244	612	79-33-4	C00186	HMDB00190
1212	lactose	Carbohydrate	Disaccharides and Oligosaccharides	567	LC/MS Polar	393	3500	387,1144	84571	5965-66-2	C00243	HMDB00186
2926	lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*	Lipid	Lactosylceramides (LCER)	57422	LC/MS Pos Late	100015623	3842	946,7189				
2927	lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*	Lipid	Lactosylceramides (LCER)	57370	LC/MS Pos Late	100015620	3778	972,7346				
2923	lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	Lactosylceramides (LCER)	53010	LC/MS Pos Late	100009030	2527	862,625		4201-62-1		
419	lanthionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	42002	LC/MS Pos Early	100003892	1730	209,0591	98504	02.08.3183		
1401	laurate (12:0)	Lipid	Medium Chain Fatty Acid	1645	LC/MS Neg	181	5300	199,1704	3893	143-07-7	C02679	HMDB00638
1748	laurylcarnitine (C12)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)	34534	LC/MS Pos Late	100001392	1235	344,2795	10427569	25518-54-1		HMDB02250
298	leucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	60	LC/MS Pos Early	397	2864	132,1019	6106	61-90-5		
810	leucylglycine	Peptide	Dipeptide	40045	LC/MS Pos Early	100003185	2778	189,1234	79070	686-50-0		HMDB28929
5439	levetiracetam	Xenobiotics	Drug - Neurological	57641	LC/MS Pos Early	100015873	1925	171,1128	5284583	102767-28-2	D00709,C07841	
4502	levulinoylcarnitine	Xenobiotics	Food Component/Plant	63359	LC/MS Pos Early	100021140	2520	260,1493				
5104	lidocaine	Xenobiotics	Drug - Analgesics, Anesthetics	35661	LC/MS Pos Early	100001538	3250	235,1805	3676	137-58-6	D00358	HMDB14426
2944	lignoceroyl sphingomyelin (d18:1/24:0)	Lipid	Sphingomyelins	57330	LC/MS Pos Late	100006298	3437	815,7001		60037-60-7		
1756	lignoceroylcarnitine (C24)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)	57515	LC/MS Pos Late	100015834	1603	512,4673				
1465	linoleate (18:2n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1105	LC/MS Neg	180	5535	279,233	5280450	60-33-3	C01595	HMDB00673
1467	linolenate (18:3n3 or 3n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	34035	LC/MS Neg	100001337	5450	277,2173	5280934		C06426	HMDB03073
1776	linolenoylcarnitine (C18:3)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)	57511	LC/MS Pos Late	100015831	1310	422,3265				
2044	linoleoyl ethanolamide	Lipid	Endocannabinoid	52608	LC/MS Neg	100006726	6150	322,2752	5283446	68171-52-8		HMDB12252
2786	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*	Lipid	Diacylglycerol	54956	LC/MS Pos Late	100010923	2650	658,5405				
2789	linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*	Lipid	Diacylglycerol	54949	LC/MS Pos Late	100010928	2450	682,5405				
2775	linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*	Lipid	Diacylglycerol	54968	LC/MS Pos Late	100010941	2720	634,5405				
1775	linoleoylcarnitine (C18:2)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)	46223	LC/MS Pos Late	100003151	1430	424,3421	6450015	36816-10-1		HMDB06469
1826	linoleoylcholine*	Lipid	Fatty Acid Metabolism (Acyl Choline)	57463	LC/MS Pos Late	100015760	1388	366,3367				
3308	lithocholate sulfate (1)	Lipid	Secondary Bile Acid Metabolism	62526	LC/MS Neg	100020823	4811	227,12				
99	lysine	Amino Acid	Lysine Metabolism	1301	LC/MS Pos Early	407	2850	147,1128	5962	56-87-1	C00047	HMDB00182
1356	malate	Energy	TCA Cycle	1303	LC/MS Neg	409	615,6	133,0143	525	6915-15-7	C00149	HMDB00156
1567	maleate	Lipid	Fatty Acid, Dicarboxylate	20676	LC/MS Polar	100000707	2640	115,0037	444266	110-16-7	C01384	HMDB00176
1374	malonate	Lipid	Fatty Acid Synthesis	15872	LC/MS Polar	818	3447	103,0037	867	"141-82-2;26522-22-85-0"	C00383	HMDB00691
1373	malonylcarnitine	Lipid	Fatty Acid Synthesis	37059	LC/MS Pos Early	100001526	2086	248,1129	22833583	853728-01-5		HMDB02095
4402	maltol sulfate	Xenobiotics	Food Component/Plant	48696	LC/MS Neg	100006106	1503	204,9812				
1207	maltose	Carbohydrate	Glycogen Metabolism	15586	LC/MS Polar	913	3329,4	387,1144	10991489	6363-53-7	C00208	HMDB00163
1259	mannitol/sorbitol	Carbohydrate	Fructose, Mannose and Galactose Metabolism	46142	LC/MS Polar	100001740	2320	181,0718	5780		C00794	HMDB00247
4698	mannonate*	Xenobiotics	Food Component/Plant	62864	LC/MS Polar	100003695	2736	195,051	3246006	642-99-9		
1260	mannose	Carbohydrate	Fructose, Mannose and Galactose Metabolism	48153	LC/MS Polar	803	2200	225,0616	18950	3458-28-4	C00159	HMDB00169
1411	margarate (17:0)	Lipid	Long Chain Saturated Fatty Acid	1121	LC/MS Neg	891	5731	269,2486	10465	506-12-7		HMDB02259
1752	margaroylcarnitine (C17)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)	57512	LC/MS Pos Late	100004054	1424	414,3578		106182-29-0		HMDB06210
5703	meglumine	Xenobiotics	Chemical	42638	LC/MS Neg	100004440	736	194,1034	4049	6284-40-8		
5889	metabolonic lactone sulfate	Partially Characterized Molecules	Partially Characterized Molecules	63153	LC/MS Neg	100021331	4802	427,216				
5371	metformin	Xenobiotics	Drug - Metabolic	38306	LC/MS Pos Early	100002405	2817	130,1087	4091	1115-70-4	C07151	HMDB01921
387	methionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	1302	LC/MS Pos Early	415	2526	150,0583	6137	63-68-3	C00073	HMDB00696
392	methionine sulfone	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	44878	LC/MS Pos Early	100004635	1250	182,0482	69961	820-10-0		
393	methionine sulfoxide	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	18374	LC/MS Pos Early	100000039	1272	166,0533	158980	3226-65-1	C02989	HMDB02005
4828	methyl glucopyranoside (alpha + beta)	Xenobiotics	Food Component/Plant	46144	LC/MS Neg	100005864	1070	193,0718				
4702	methyl indole-3-acetate	Xenobiotics	Food Component/Plant	1584	LC/MS Pos Early	1104	3380	190,0863	74706	1912-33-0		HMDB29738
4327	methyl-4-hydroxybenzoate sulfate	Xenobiotics	Benzoate Metabolism	48429	LC/MS Neg	100006116	2873	230,9969				
1670	methylmalonate (MMA)	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	1496	LC/MS Polar	418	3078,4	117,0193	487	516-05-2	C02170	HMDB00202
364	methylsuccinate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	15745	LC/MS Polar	2051	2800	131,035	10349	498-21-5		HMDB01844
365	methylsuccinoylcarnitine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	53031	LC/MS Pos Early	100009275	2589	276,1442				
5356	metoclopramide	Xenobiotics	Drug - Gastrointestinal	57666	LC/MS Pos Early	100015782	3091	300,1473	4168	364-62-5	C07868,D00726	HMDB15363
5285	metoprolol	Xenobiotics	Drug - Cardiovascular	18037	LC/MS Pos Early	2028	3312	268,1907	4171	56392-17-7	D02358	HMDB01932
5286	metoprolol acid metabolite*	Xenobiotics	Drug - Cardiovascular	34109	LC/MS Pos Early	100001385	2950	268,1543	62936	56392-14-4		
5176	metronidazole	Xenobiotics	Drug - Antibiotic	57642	LC/MS Pos Early	100015878	2046	172,0717	4173	73334-05-1	D00409	HMDB15052
5513	midazolam	Xenobiotics	Drug - Psychoactive	64122	LC/MS Pos Late	100020946	899	326,0855	4192	59467-70-8	C07524,D00550	HMDB14821
5238	mycophenolic acid	Xenobiotics	Drug - Antiinflammatory, Immunosuppressant	54800	LC/MS Neg	100009253	4185	319,1187	446541	24280-93-1	C20380,D05096	HMDB15159
5239	mycophenolic acid glucuronide	Xenobiotics	Drug - Antiinflammatory, Immunosuppressant	54792	LC/MS Polar	100009254	2316	495,1508	6442661			
2063	myo-inositol	Lipid	Inositol Metabolism	1124	LC/MS Polar	363	3506,3	225,0616	892	87-89-8	C00137	HMDB00211
1637	myristamide (14:0)*	Lipid	Fatty Acid, Amide	62440	LC/MS Pos Late	100020754	1527	228,2322	69492			
1406	myristate (14:0)	Lipid	Long Chain Saturated Fatty Acid	1365	LC/MS Neg	519	5440	227,2017	11005	544-63-8	C06424	HMDB00806
1425	myristoleate (14:1n5)	Lipid	Long Chain Monounsaturated Fatty Acid	32418	LC/MS Neg	100001198	5346,9	225,186	5281119	544-64-9	C08322	HMDB02000
1768	myristoleoylcarnitine (C14:1)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	48182	LC/MS Pos Late	100006051	1316	370,2947	90659872	889848-55-9		
2934	myristoyl dihydrosphingomyelin (d18:0/14:0)*	Lipid	Dihydrosphingomyelins	57365	LC/MS Pos Late	100009038	2060	677,5592				HMDB12085
1749	myristoylcarnitine (C14)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)	33952	LC/MS Pos Late	100001270	1350	372,3108	6426854	18822-89-4		HMDB05066
131	N,N,N-trimethyl-5-aminovalerate	Amino Acid	Lysine Metabolism	57687	LC/MS Pos Early	100015962	2186	160,1332	14274897			
467	N,N,N-trimethyl-alanylproline betaine (TMAP)	Amino Acid	"Urea cycle; Arginine and Proline Metabolism"	62947	LC/MS Pos Early	100020217	2470	229,1547				
32	N,N-dimethylalanine	Amino Acid	Alanine and Aspartate Metabolism	63151	LC/MS Pos Early	100020371	1370	118,0863	5488191	2812-31-9		
5472	N,O-didesmethylvenlafaxine glucuronide	Xenobiotics	Drug - Psychoactive	52358	LC/MS Pos Early	100006001	2902	426,2123		1021933-99-2		HMDB61167
4705	N-(2-furoyl)glycine	Xenobiotics	Food Component/Plant	31536	LC/MS Pos Early	100001086	1600	170,0448	21863	"5657-19-2;5657-19-2"		HMDB00439
