PathwaySortOrder	Biochemical	SuperPathway	SubPathway	Comp.ID	Platform	Chemical.ID	RI	MASS	PUBCHEM	CAS	KEGG	HMDB
	X - 17612			48052	LC/MS Neg							
	X - 17653			46707	LC/MS Neg							
	X - 17654			46709	LC/MS Neg							
	X - 17655			48019	LC/MS Neg							
	X - 17676			46970	LC/MS Neg							
	X - 17690			46710	LC/MS Neg							
	X - 18345			47342	LC/MS Neg							
	X - 18779			46687	LC/MS Neg							
	X - 18886			48047	LC/MS Neg							
	X - 18887			47301	LC/MS Neg							
	X - 18888			48048	LC/MS Neg							
	X - 18899			47670	LC/MS Neg							
	X - 18901			46690	LC/MS Neg							
	X - 18913			46695	LC/MS Neg							
	X - 18921			47671	LC/MS Neg							
	X - 18922			46700	LC/MS Neg							
	X - 19141			46701	LC/MS Neg							
	X - 19438			46261	LC/MS Neg							
	X - 21258			46259	LC/MS Neg							
	X - 21286			46295	LC/MS Neg							
	X - 21310			46354	LC/MS Neg							
	X - 21312			46356	LC/MS Neg							
	X - 21319			46363	LC/MS Neg							
	X - 21339			46384	LC/MS Neg							
	X - 21342			46387	LC/MS Neg							
	X - 21353			46398	LC/MS Neg							
	X - 21364			46409	LC/MS Neg							
	X - 21383			46428	LC/MS Neg							
	X - 21410			46455	LC/MS Neg							
	X - 21441			46486	LC/MS Neg							
	X - 21442			46487	LC/MS Neg							
	bilirubin degradation product, C16H18N2O5 (1)**	Partially Characterized Molecules	Partially Characterized Molecules	46493	LC/MS Neg		3098					
	X - 21467			46512	LC/MS Neg							
	X - 21470			46515	LC/MS Neg							
	X - 21471			46516	LC/MS Neg							
	X - 21473			46518	LC/MS Neg							
	X - 21607			46674	LC/MS Neg							
	X - 21733			46902	LC/MS Neg							
	X - 21736			46905	LC/MS Neg							
	X - 21740			46909	LC/MS Neg							
	X - 21742			46911	LC/MS Neg							
	X - 21752			46923	LC/MS Neg							
	X - 21796			46972	LC/MS Neg							
	X - 21803			46980	LC/MS Neg							
	X - 21815			46992	LC/MS Neg							
	X - 21821			46998	LC/MS Neg							
	X - 21829			47006	LC/MS Neg							
	X - 21834			47011	LC/MS Neg							
	X - 21840			47017	LC/MS Neg							
	X - 22162			47417	LC/MS Pos Early							
	X - 22771			48076	LC/MS Neg							
	X - 22776			48081	LC/MS Neg							
	X - 23587			49463	LC/MS Pos Early							
	X - 23593			49469	LC/MS Pos Early							
	X - 23636			49512	LC/MS Pos Early							
	X - 23639			49515	LC/MS Pos Early							
	X - 23641			49517	LC/MS Pos Late							
	X - 23644			49521	LC/MS Pos Early							
	X - 23648			49525	LC/MS Pos Early							
	X - 23654			49531	LC/MS Pos Early							
	X - 23655			49532	LC/MS Pos Early							
	X - 23659			49536	LC/MS Pos Early							
	X - 23662			49539	LC/MS Pos Early							
	X - 23665			49542	LC/MS Pos Early							
	X - 23666			49543	LC/MS Pos Early							
	X - 23680			49557	LC/MS Pos Late							
	X - 23739			49637	LC/MS Pos Early							
	X - 23780			49679	LC/MS Pos Early							
	X - 23782			49681	LC/MS Pos Late							
	X - 23974			49883	LC/MS Neg							
	X - 23997			52025	LC/MS Pos Early							
	X - 24243			52286	LC/MS Pos Early							
	X - 24295			52483	LC/MS Neg							
	X - 24306			52501	LC/MS Neg							
	X - 24307			52502	LC/MS Neg							
	X - 24309			52504	LC/MS Neg							
	X - 24328			52524	LC/MS Neg							
	X - 24337			52533	LC/MS Neg							
	X - 24352			52548	LC/MS Neg							
	X - 24411			52640	LC/MS Pos Early							
	X - 24418			52647	LC/MS Neg							
	X - 24425			52655	LC/MS Pos Early							
	X - 24435			52665	LC/MS Neg							
	X - 24456			52773	LC/MS Pos Early							
	X - 24462			52779	LC/MS Pos Early							
	X - 24473			52790	LC/MS Pos Early							
	X - 24475			52792	LC/MS Pos Early							
	X - 24518			52839	LC/MS Pos Early							
	X - 24531			52852	LC/MS Pos Early							
	X - 24539			52860	LC/MS Neg							
	X - 24544			52865	LC/MS Neg							
	X - 24546			52867	LC/MS Neg							
	X - 24549			52870	LC/MS Neg							
	X - 24556			52877	LC/MS Neg							
	X - 24577			52898	LC/MS Neg							
	X - 24581			52902	LC/MS Neg							
	X - 24582			52903	LC/MS Neg							
	X - 24585			52906	LC/MS Pos Early							
	X - 24588			52909	LC/MS Neg							
	X - 24637			53065	LC/MS Neg							
	X - 24669			53097	LC/MS Neg							
	X - 24670			53098	LC/MS Neg							
	N,N-dimethyl-pro-pro	Peptide	Modified Peptides	53127	LC/MS Pos Early		2402.3					
	X - 24747			53266	LC/MS Neg							
	X - 24748			53267	LC/MS Neg							
	X - 24801			54829	LC/MS Pos Early							
	X - 24811			54839	LC/MS Pos Early							
	X - 24812			54840	LC/MS Pos Early							
	bilirubin degradation product, C17H18N2O4 (1)**	Partially Characterized Molecules	Partially Characterized Molecules	54877	LC/MS Neg		4611					
	X - 24947			57714	LC/MS Neg							
	X - 24949			57716	LC/MS Neg							
	X - 24951			57718	LC/MS Neg							
	X - 24953			57720	LC/MS Neg							
	X - 24970			57754	LC/MS Pos Early							
	X - 25172			62151	LC/MS Pos Early							
	X - 25217			62403	LC/MS Pos Early							
	X - 25265			62494	LC/MS Pos Early							
	X - 25267			62496	LC/MS Pos Early							
	X - 25271			62500	LC/MS Pos Early							
	X - 25343			62636	LC/MS Pos Early							
	X - 25371			62664	LC/MS Neg							
	X - 25417			62714	LC/MS Pos Early							
	X - 25419			62716	LC/MS Pos Early							
	X - 25420			62717	LC/MS Pos Early							
	X - 25422			62719	LC/MS Pos Early							
	X - 25433			62749	LC/MS Neg							
	X - 25435			62751	LC/MS Neg							
	X - 25519			62963	LC/MS Pos Early							
	X - 25520			62964	LC/MS Pos Early							
	X - 25523			62967	LC/MS Neg							
	X - 25790			63560	LC/MS Pos Early							
	X - 25810			63592	LC/MS Pos Early							
	X - 25828			63634	LC/MS Pos Early							
	X - 25948			63899	LC/MS Pos Early							
	X - 25957			63908	LC/MS Pos Early							
	X - 26062			64337	LC/MS Neg							
